Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure,Month_Joined,Living_With,Is_Parent,Family_Size,Generation,Total_Accepted_Campaigns,AcceptedAnyCmp,Engagement_Rate,Total_Purchases,Total_Spending,Spend_per_Purchase,Recency_Score,Frequency_Score,Monetary_Score,Avg_RFM,RFM_Segment
Doctorate Degree,Together,66426.0,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,62,270,10,With_Teens,1,2,Baby_Boomers,0,0,0.0,20,1377,68.85,5,4,5,4.666666666666667,Champions
Bachelor's Degree,Single,30822.0,1,0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,54,380,6,With_Kids,1,1,Generation_X,0,0,0.0,5,51,10.2,1,1,1,1.0,Lost
Doctorate Degree,Married,33581.0,2,0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,54,537,1,Alone,1,3,Generation_X,0,0,0.0,4,17,4.25,4,1,1,2.0,New
Bachelor's Degree,Married,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,38,227,11,With_Kids,1,2,Millennials,0,0,0.0,4,22,5.5,2,1,1,1.3333333333333333,Lost
Bachelor's Degree,Widow,27421.0,0,0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,69,564,12,Alone,0,0,Baby_Boomers,0,0,0.0,14,324,23.142857142857142,5,3,3,3.6666666666666665,Champions
Associate's Degree,Married,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,50,676,8,Alone,1,4,Generation_X,0,0,0.0,16,211,13.1875,1,3,3,2.3333333333333335,Can't Lose
Master's Degree,Single,36143.0,1,0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,42,91,3,With_Kids,1,1,Generation_X,0,0,0.0,4,19,4.75,4,1,1,2.0,New
Bachelor's Degree,Single,10245.0,1,0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,52,410,5,With_Kids,1,1,Generation_X,0,0,0.0,8,41,5.125,4,2,1,2.3333333333333335,New
Master's Degree,Together,43795.0,0,1,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,55,256,10,With_Teens,1,2,Generation_X,2,1,33.33333333333333,17,492,28.941176470588236,5,3,3,3.6666666666666665,Champions
Bachelor's Degree,Together,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,63,632,10,With_Teens,1,2,Baby_Boomers,0,0,0.0,26,1005,38.65384615384615,2,5,4,3.6666666666666665,Can't Lose
Bachelor's Degree,Together,38823.0,0,1,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,74,668,8,With_Teens,1,2,Baby_Boomers,0,0,0.0,7,114,16.285714285714285,3,1,2,2.0,Promising
Doctorate Degree,Divorced,83664.0,1,1,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,55,417,5,With_Kids_and_Teens,1,2,Generation_X,0,0,0.0,19,1173,61.73684210526316,3,4,4,3.6666666666666665,Champions
Bachelor's Degree,Together,90300.0,0,0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,44,177,1,Alone,0,1,Generation_X,1,1,16.666666666666664,19,1738,91.47368421052632,5,4,5,4.666666666666667,Champions
Master's Degree,Together,62499.0,1,0,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,44,202,12,With_Kids,1,2,Generation_X,0,0,0.0,12,222,18.5,5,3,3,3.6666666666666665,Champions
Bachelor's Degree,Single,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,30,56,5,Alone,0,0,Millennials,0,0,0.0,16,1127,70.4375,2,3,4,3.0,Can't Lose
Doctorate Degree,Married,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,77,437,4,Alone,0,1,Silent_Generation,0,0,0.0,10,209,20.9,1,2,3,2.0,At Risk
Master's Degree,Married,70777.0,0,1,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,55,124,2,With_Teens,1,2,Generation_X,0,0,0.0,23,787,34.21739130434783,1,5,4,3.3333333333333335,Can't Lose
Doctorate Degree,Together,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,32,266,10,Alone,0,1,Millennials,0,0,0.0,24,1598,66.58333333333333,3,5,5,4.333333333333333,Champions
Bachelor's Degree,Married,43824.0,1,1,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,52,652,9,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,12,186,15.5,5,3,2,3.3333333333333335,Champions
Bachelor's Degree,Together,15345.0,1,0,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1,39,667,8,With_Kids,1,2,Millennials,1,1,16.666666666666664,6,47,7.833333333333333,3,1,1,1.6666666666666667,Promising
Bachelor's Degree,Single,23442.0,1,0,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,36,552,12,With_Kids,1,1,Millennials,0,0,0.0,5,27,5.4,2,1,1,1.3333333333333333,Lost
Associate's Degree,Together,14515.0,1,0,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1,43,597,11,With_Kids,1,2,Generation_X,1,1,16.666666666666664,11,96,8.727272727272727,2,2,2,2.0,At Risk
Associate's Degree,Divorced,31395.0,1,1,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,67,463,3,With_Kids_and_Teens,1,2,Baby_Boomers,0,0,0.0,10,64,6.4,1,2,2,1.6666666666666667,At Risk
Bachelor's Degree,Together,75276.0,0,0,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,58,640,9,Alone,0,1,Baby_Boomers,0,0,0.0,23,1040,45.21739130434783,5,5,4,4.666666666666667,Champions
Bachelor's Degree,Single,42373.0,1,1,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,49,318,8,With_Kids_and_Teens,1,2,Generation_X,0,0,0.0,13,163,12.538461538461538,1,3,2,2.0,Can't Lose
Bachelor's Degree,Together,30507.0,0,0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,63,475,3,Alone,0,1,Baby_Boomers,0,0,0.0,11,343,31.181818181818183,4,2,3,3.0,New
Doctorate Degree,Single,55521.0,1,2,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1,68,250,10,Alone,1,3,Baby_Boomers,2,1,33.33333333333333,24,446,18.583333333333332,5,5,3,4.333333333333333,Champions
Bachelor's Degree,Married,48006.0,1,1,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,58,20,6,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,5,41,8.2,3,1,1,1.6666666666666667,Promising
Doctorate Degree,Single,27213.0,1,0,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1,51,668,8,With_Kids,1,1,Generation_X,1,1,16.666666666666664,9,70,7.777777777777778,5,2,2,3.0,New
Doctorate Degree,Divorced,65808.0,1,1,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,52,30,5,With_Kids_and_Teens,1,2,Generation_X,0,0,0.0,14,272,19.428571428571427,5,3,3,3.6666666666666665,Champions
Doctorate Degree,Together,30351.0,1,0,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,49,388,6,With_Kids,1,2,Generation_X,0,0,0.0,6,46,7.666666666666667,5,1,1,2.3333333333333335,New
Bachelor's Degree,Married,50437.0,0,2,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,60,620,10,Alone,1,3,Baby_Boomers,0,0,0.0,19,490,25.789473684210527,4,4,3,3.6666666666666665,Champions
Associate's Degree,Single,23616.0,1,0,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1,41,589,11,With_Kids,1,1,Generation_X,1,1,16.666666666666664,8,79,9.875,2,2,2,2.0,At Risk
Bachelor's Degree,Married,53858.0,0,1,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,47,597,11,With_Teens,1,2,Generation_X,0,0,0.0,17,915,53.8235294117647,3,3,4,3.3333333333333335,Champions
Doctorate Degree,Married,66465.0,0,1,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,68,456,3,With_Teens,1,2,Baby_Boomers,1,1,16.666666666666664,35,1485,42.42857142857143,5,5,5,5.0,Champions
Bachelor's Degree,Single,46923.0,1,0,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,36,676,8,With_Kids,1,1,Millennials,0,0,0.0,16,369,23.0625,1,3,3,2.3333333333333335,Can't Lose
Bachelor's Degree,Together,75072.0,0,1,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,61,522,1,With_Teens,1,2,Baby_Boomers,0,0,0.0,19,1073,56.473684210526315,1,4,4,3.0,Can't Lose
Doctorate Degree,Married,75865.0,0,0,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,80,90,3,Alone,0,1,Silent_Generation,0,0,0.0,19,1242,65.36842105263158,2,4,5,3.6666666666666665,Can't Lose
Associate's Degree,Together,19789.0,1,0,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,48,221,11,With_Kids,1,2,Generation_X,1,1,16.666666666666664,9,78,8.666666666666666,4,2,2,2.6666666666666665,New
Bachelor's Degree,Together,80134.0,0,0,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,29,135,2,Alone,0,1,Millennials,4,1,66.66666666666666,21,1378,65.61904761904762,5,4,5,4.666666666666667,Champions
Bachelor's Degree,Single,91065.0,0,0,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1,42,492,2,Alone,0,0,Generation_X,3,1,50.0,26,1474,56.69230769230769,4,5,5,4.666666666666667,Champions
Master's Degree,Married,49505.0,1,1,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,52,481,3,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,29,751,25.896551724137932,5,5,4,4.666666666666667,Champions
Doctorate Degree,Married,37401.0,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,50,54,5,With_Kids,1,2,Generation_X,0,0,0.0,7,48,6.857142857142857,5,1,1,2.3333333333333335,New
Bachelor's Degree,Married,30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,40,38,5,With_Kids,1,2,Millennials,0,0,0.0,6,45,7.5,4,1,1,2.0,New
Master's Degree,Together,18492.0,1,0,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,41,24,6,With_Kids,1,2,Generation_X,0,0,0.0,4,10,2.5,2,1,1,1.3333333333333333,Lost
Master's Degree,Married,82584.0,0,0,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1,49,390,6,Alone,0,1,Generation_X,3,1,50.0,16,1435,89.6875,4,3,5,4.0,Champions
Doctorate Degree,Married,93027.0,0,0,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,82,442,4,Alone,0,1,Silent_Generation,1,1,16.666666666666664,22,2119,96.31818181818181,2,4,5,3.6666666666666665,Can't Lose
Bachelor's Degree,Married,48686.0,1,2,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,70,207,12,Alone,1,4,Baby_Boomers,0,0,0.0,4,20,5.0,5,1,1,2.3333333333333335,New
Bachelor's Degree,Married,92910.0,0,0,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,37,66,4,Alone,0,1,Millennials,3,1,50.0,27,1795,66.48148148148148,3,5,5,4.333333333333333,Champions
Bachelor's Degree,Married,75433.0,1,0,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,34,85,4,With_Kids,1,2,Millennials,2,1,33.33333333333333,19,1188,62.526315789473685,4,4,5,4.333333333333333,Champions
Associate's Degree,Together,10404.0,1,0,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,34,56,5,With_Kids,1,2,Millennials,0,0,0.0,7,43,6.142857142857143,3,1,1,1.6666666666666667,Promising
Bachelor's Degree,Married,61314.0,0,1,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,55,430,4,With_Teens,1,2,Generation_X,0,0,0.0,24,1008,42.0,5,5,4,4.666666666666667,Champions
Doctorate Degree,Single,84865.0,0,0,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1,62,416,5,Alone,0,0,Baby_Boomers,5,1,83.33333333333334,16,1688,105.5,5,3,5,4.333333333333333,Champions
Bachelor's Degree,Married,42387.0,1,0,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,34,608,10,With_Kids,1,2,Millennials,0,0,0.0,21,684,32.57142857142857,3,4,4,3.6666666666666665,Champions
Associate's Degree,Together,67309.0,1,1,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,56,522,1,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,39,1082,27.743589743589745,2,5,4,3.6666666666666665,Can't Lose
Bachelor's Degree,Married,75236.0,0,1,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,59,216,11,With_Teens,1,2,Baby_Boomers,0,0,0.0,25,1068,42.72,4,5,4,4.333333333333333,Champions
Bachelor's Degree,Single,30015.0,1,0,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,53,147,2,With_Kids,1,1,Generation_X,0,0,0.0,7,57,8.142857142857142,4,1,2,2.3333333333333335,New
Master's Degree,Together,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,67,373,6,With_Teens,1,2,Baby_Boomers,0,0,0.0,5,46,9.2,3,1,1,1.6666666666666667,Promising
Bachelor's Degree,Divorced,67272.0,0,1,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,57,190,12,With_Teens,1,1,Baby_Boomers,0,0,0.0,23,733,31.869565217391305,5,5,4,4.666666666666667,Champions
Master's Degree,Widow,51529.0,0,1,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,74,295,9,With_Teens,1,1,Baby_Boomers,0,0,0.0,17,467,27.470588235294116,5,3,3,3.6666666666666665,Champions
Doctorate Degree,Married,32011.0,1,0,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,52,311,8,With_Kids,1,2,Generation_X,0,0,0.0,10,122,12.2,1,2,2,1.6666666666666667,At Risk
Associate's Degree,Married,7500.0,1,0,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,37,507,2,With_Kids,1,2,Millennials,0,0,0.0,7,36,5.142857142857143,1,1,1,1.0,Lost
Bachelor's Degree,Married,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,34,360,7,With_Kids,1,2,Millennials,0,0,0.0,5,34,6.8,3,1,1,1.6666666666666667,Promising
Doctorate Degree,Married,56223.0,0,1,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,75,191,12,With_Teens,1,2,Baby_Boomers,0,0,0.0,10,156,15.6,2,2,2,2.0,At Risk
Bachelor's Degree,Married,18100.0,0,0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,77,327,8,Alone,0,1,Silent_Generation,0,0,0.0,4,14,3.5,5,1,1,2.3333333333333335,New
Bachelor's Degree,Single,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,34,546,12,With_Kids,1,1,Millennials,0,0,0.0,5,37,7.4,5,1,1,2.3333333333333335,New
Associate's Degree,Married,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,49,104,3,Alone,0,1,Generation_X,0,0,0.0,5,34,6.8,1,1,1,1.0,Lost
Bachelor's Degree,Divorced,23295.0,0,0,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,64,351,7,Alone,0,0,Baby_Boomers,0,0,0.0,4,20,5.0,2,1,1,1.3333333333333333,Lost
Master's Degree,Divorced,42618.0,1,0,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,51,263,10,With_Kids,1,1,Generation_X,0,0,0.0,11,192,17.454545454545453,1,2,2,1.6666666666666667,At Risk
Bachelor's Degree,Single,81246.0,0,0,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,59,182,12,Alone,0,0,Baby_Boomers,2,1,33.33333333333333,17,1379,81.11764705882354,1,3,5,3.0,Can't Lose
Bachelor's Degree,Married,24027.0,1,0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,47,385,6,With_Kids,1,2,Generation_X,0,0,0.0,7,48,6.857142857142857,5,1,1,2.3333333333333335,New
Doctorate Degree,Married,55707.0,0,1,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0,70,189,12,With_Teens,1,2,Baby_Boomers,0,0,0.0,16,428,26.75,1,3,3,2.3333333333333335,Can't Lose
Bachelor's Degree,Single,57959.0,0,1,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,0,68,423,5,With_Teens,1,1,Baby_Boomers,0,0,0.0,27,868,32.148148148148145,2,5,4,3.6666666666666665,Can't Lose
Bachelor's Degree,Married,56796.0,0,1,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,54,498,2,With_Teens,1,2,Generation_X,0,0,0.0,27,1001,37.074074074074076,4,5,4,4.333333333333333,Champions
Master's Degree,Single,36230.0,1,0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,52,255,10,With_Kids,1,1,Generation_X,0,0,0.0,7,59,8.428571428571429,5,1,2,2.6666666666666665,New
Associate's Degree,Married,70829.0,1,1,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,43,210,12,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,16,431,26.9375,1,3,3,2.3333333333333335,Can't Lose
Bachelor's Degree,Married,65991.0,0,1,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,47,660,9,With_Teens,1,2,Generation_X,0,0,0.0,27,971,35.96296296296296,4,5,4,4.333333333333333,Champions
Bachelor's Degree,Married,38988.0,1,2,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0,51,678,8,Alone,1,4,Generation_X,0,0,0.0,19,348,18.31578947368421,1,4,3,2.6666666666666665,Can't Lose
Associate's Degree,Single,89572.0,0,0,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1,57,652,9,Alone,0,0,Baby_Boomers,3,1,50.0,24,2059,85.79166666666667,3,5,5,4.333333333333333,Champions
Master's Degree,Married,42207.0,1,0,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1,39,454,4,With_Kids,1,2,Millennials,2,1,33.33333333333333,14,265,18.928571428571427,2,3,3,2.6666666666666665,Can't Lose
Bachelor's Degree,Married,50300.0,0,1,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,71,35,5,With_Teens,1,2,Baby_Boomers,0,0,0.0,13,270,20.76923076923077,3,3,3,3.0,Champions
Associate's Degree,Together,66664.0,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,41,642,9,Alone,0,1,Generation_X,0,0,0.0,19,1289,67.84210526315789,2,4,5,3.6666666666666665,Can't Lose
Bachelor's Degree,Married,60597.0,0,1,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1,59,179,1,With_Teens,1,2,Baby_Boomers,2,1,33.33333333333333,16,893,55.8125,5,3,4,4.0,Champions
Bachelor's Degree,Widow,70165.0,0,0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,74,280,9,Alone,0,0,Baby_Boomers,0,0,0.0,22,926,42.09090909090909,2,4,4,3.3333333333333335,Can't Lose
Doctorate Degree,Widow,50520.0,0,1,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,65,152,1,With_Teens,1,1,Baby_Boomers,0,0,0.0,9,135,15.0,4,2,2,2.6666666666666665,New
Bachelor's Degree,Married,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,60,3,6,Alone,0,1,Baby_Boomers,1,1,16.666666666666664,19,1495,78.6842105263158,3,4,5,4.0,Champions
Bachelor's Degree,Married,33183.0,1,0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,48,125,2,With_Kids,1,2,Generation_X,0,0,0.0,9,120,13.333333333333334,3,2,2,2.3333333333333335,Promising
Doctorate Degree,Single,66582.0,0,0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,54,118,3,Alone,0,0,Generation_X,0,0,0.0,20,1288,64.4,1,4,5,3.3333333333333335,Can't Lose
Doctorate Degree,Together,75261.0,0,0,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1,68,432,4,Alone,0,1,Baby_Boomers,3,1,50.0,17,1743,102.52941176470588,5,3,5,4.333333333333333,Champions
Bachelor's Degree,Widow,31880.0,1,0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,53,606,10,With_Kids,1,1,Generation_X,0,0,0.0,4,15,3.75,5,1,1,2.3333333333333335,New
Bachelor's Degree,Married,53790.0,0,2,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,72,115,3,Alone,1,3,Baby_Boomers,0,0,0.0,20,542,27.1,1,4,3,2.6666666666666665,Can't Lose
Doctorate Degree,Together,49269.0,1,0,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,52,683,8,With_Kids,1,2,Generation_X,0,0,0.0,25,890,35.6,1,5,4,3.3333333333333335,Can't Lose
Bachelor's Degree,Married,61456.0,0,1,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0,48,459,3,With_Teens,1,2,Generation_X,0,0,0.0,33,1388,42.06060606060606,3,5,5,4.333333333333333,Champions
Bachelor's Degree,Married,37406.0,1,0,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1,43,262,10,With_Kids,1,2,Generation_X,1,1,16.666666666666664,4,17,4.25,5,1,1,2.3333333333333335,New
Doctorate Degree,Together,56937.0,1,0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,1,42,694,8,With_Kids,1,2,Generation_X,2,1,33.33333333333333,30,906,30.2,1,5,4,3.3333333333333335,Can't Lose
Bachelor's Degree,Married,38415.0,1,1,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,45,543,1,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,6,44,7.333333333333333,1,1,1,1.0,Lost
Bachelor's Degree,Single,20518.0,1,0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,35,42,5,With_Kids,1,1,Millennials,0,0,0.0,5,25,5.0,3,1,1,1.6666666666666667,Promising
Bachelor's Degree,Married,62503.0,0,1,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,67,496,2,With_Teens,1,2,Baby_Boomers,0,0,0.0,26,973,37.42307692307692,3,5,4,4.0,Champions
Doctorate Degree,Single,41644.0,1,1,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,51,51,5,With_Kids_and_Teens,1,2,Generation_X,0,0,0.0,6,31,5.166666666666667,2,1,1,1.3333333333333333,Lost
Master's Degree,Married,55842.0,0,1,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,46,37,5,With_Teens,1,2,Generation_X,0,0,0.0,17,518,30.470588235294116,5,3,3,3.6666666666666665,Champions
Doctorate Degree,Married,62010.0,0,1,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0,51,614,10,With_Teens,1,2,Generation_X,0,0,0.0,19,530,27.894736842105264,1,4,3,2.6666666666666665,Can't Lose
Bachelor's Degree,Married,41124.0,1,0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,46,606,10,With_Kids,1,2,Generation_X,0,0,0.0,21,506,24.095238095238095,3,4,3,3.3333333333333335,Champions
Master's Degree,Married,38961.0,1,0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,50,181,12,With_Kids,1,2,Generation_X,0,0,0.0,6,70,11.666666666666666,2,1,2,1.6666666666666667,Lost
Master's Degree,Divorced,37760.0,1,0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,51,322,8,With_Kids,1,1,Generation_X,0,0,0.0,6,54,9.0,3,1,1,1.6666666666666667,Promising
Bachelor's Degree,Single,32233.0,1,0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,49,679,8,With_Kids,1,1,Generation_X,2,1,33.33333333333333,12,296,24.666666666666668,4,3,3,3.3333333333333335,Champions
Bachelor's Degree,Married,43057.0,0,1,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,48,242,10,With_Teens,1,2,Generation_X,0,0,0.0,15,266,17.733333333333334,4,3,3,3.3333333333333335,Champions
Master's Degree,Together,83151.0,0,0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,63,627,10,Alone,0,1,Baby_Boomers,0,0,0.0,19,747,39.31578947368421,1,4,4,3.0,Can't Lose
Doctorate Degree,Divorced,78825.0,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,59,653,9,Alone,0,0,Baby_Boomers,1,1,16.666666666666664,29,895,30.862068965517242,4,5,4,4.333333333333333,Champions
Master's Degree,Together,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,47,227,11,With_Teens,1,2,Generation_X,0,0,0.0,17,1053,61.94117647058823,5,3,4,4.0,Champions
Bachelor's Degree,Married,60093.0,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,49,368,6,With_Teens,1,2,Generation_X,0,0,0.0,21,735,35.0,1,4,4,3.0,Can't Lose
Bachelor's Degree,Married,14045.0,1,0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,54,154,1,With_Kids,1,2,Generation_X,0,0,0.0,5,20,4.0,4,1,1,2.0,New
Associate's Degree,Widow,28457.0,0,0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,71,609,10,Alone,0,0,Baby_Boomers,0,0,0.0,10,205,20.5,1,2,3,2.0,At Risk
Doctorate Degree,Together,78952.0,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,65,643,9,With_Teens,1,2,Baby_Boomers,0,0,0.0,21,2092,99.61904761904762,5,4,5,4.666666666666667,Champions
Bachelor's Degree,Divorced,46310.0,1,0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,47,573,12,With_Kids,1,1,Generation_X,0,0,0.0,14,309,22.071428571428573,1,3,3,2.3333333333333335,Can't Lose
